policy_id,customer_age,customer_education,months_as_customer,policy_deductable,policy_annual_premium,policy_liability,auto_year,num_claims_past_year,num_insurers_past_5_years,customer_gender_male,customer_gender_female,policy_state_ca,policy_state_wa,policy_state_az,policy_state_or,policy_state_nv,policy_state_id
73,28,1,18,750,3000,1,2020,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,34,4,53,750,3000,1,2012,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,62,3,112,750,3000,3,2016,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,51,4,140,750,3000,3,2011,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,33,2,128,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,54,2,27,750,2900,2,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,46,4,268,750,3000,2,2015,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
80,63,3,187,750,3000,2,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
81,30,1,23,750,3000,1,2019,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,37,1,40,750,2700,0,2018,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83,36,3,112,750,3000,0,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,50,1,124,750,3000,0,2014,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,49,3,100,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,44,3,120,750,3000,2,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,39,3,113,750,2550,2,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
88,36,2,76,750,3000,1,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
89,37,4,28,750,3000,0,2020,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,28,1,4,750,3000,1,2018,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,41,3,47,750,3000,1,2018,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,52,1,158,750,3000,1,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
93,47,3,76,750,3000,2,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,49,4,196,750,3000,1,2012,2,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,43,4,126,750,3000,0,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
96,43,3,144,750,3000,3,2019,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
97,45,3,58,750,3000,2,2020,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,40,4,104,750,3000,1,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,50,4,225,750,2700,2,2014,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,43,4,83,750,3000,1,2007,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,21,3,43,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102,67,4,130,750,2700,1,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103,59,1,239,750,3000,1,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,60,1,146,750,2850,1,2019,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
105,26,1,41,750,3000,2,2014,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,72,2,23,750,3000,1,2020,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,56,3,242,750,3000,0,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,24,4,27,750,3000,1,2020,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
109,33,3,45,750,3000,3,2018,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
110,46,3,149,750,3000,2,2015,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,34,3,85,750,2950,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,45,3,64,750,3000,0,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
113,23,3,50,750,3000,2,2017,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,53,4,176,750,3000,1,2018,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,26,3,24,750,3000,1,2018,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
116,75,3,157,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,28,3,41,750,3000,0,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
118,38,4,112,750,3000,1,2016,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
119,60,1,94,750,3000,1,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,19,1,5,750,3000,0,2015,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
121,49,3,313,750,3000,0,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
122,70,3,155,750,3000,3,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,48,4,179,750,3000,2,2011,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
124,49,2,129,750,3000,0,2017,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,60,2,135,750,3000,0,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,19,1,17,750,3000,0,2017,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
127,18,1,2,750,2700,1,2010,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,54,3,153,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
129,50,2,139,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,49,2,71,750,3000,2,2013,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
131,51,3,73,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
132,30,1,70,750,3000,2,2019,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,49,4,138,750,3000,3,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,50,3,177,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,30,1,36,750,3000,1,2016,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,53,3,81,750,3000,1,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,20,3,15,750,3000,2,2016,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
138,57,1,144,750,3000,0,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
139,25,2,48,750,3000,1,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
140,60,3,170,750,3000,1,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,67,3,132,750,2950,3,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
142,28,3,46,750,2900,1,2016,0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143,63,3,142,750,3000,3,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,52,3,104,750,3000,1,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145,60,3,124,750,2900,1,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146,39,3,25,750,2700,0,2016,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,29,3,96,750,3000,2,2017,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,26,2,69,750,2450,0,2005,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
149,28,4,77,750,2950,3,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
150,42,3,52,750,3000,0,2019,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
151,51,4,23,750,3000,2,2020,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,50,3,72,750,3000,0,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,61,1,99,750,2650,0,2007,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
154,44,3,107,750,3000,2,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,73,3,131,750,3000,2,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,39,3,12,750,3000,0,2015,0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157,57,3,128,750,3000,3,2013,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
158,27,4,83,750,3000,0,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,23,3,48,750,3000,0,2018,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
160,54,3,125,750,3000,0,2018,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161,40,1,210,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
162,58,4,74,750,3000,1,2017,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163,53,4,83,750,3000,2,2018,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
164,43,3,53,750,3000,1,2016,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,27,2,68,750,2800,1,2018,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,35,3,77,750,2800,0,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,61,1,39,750,3000,2,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
168,48,3,176,750,3000,3,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
169,19,1,24,750,3000,1,2015,0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
170,47,3,156,750,3000,0,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
171,52,3,141,750,2400,1,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
172,26,3,8,750,3000,3,2016,0,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
173,47,3,99,750,3000,1,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174,45,4,236,750,2850,1,2020,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
175,21,1,32,750,3000,1,2013,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
176,51,3,109,750,2600,1,2015,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,55,1,83,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,66,1,116,750,2500,0,2015,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179,65,1,93,750,2700,1,2016,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
180,25,3,80,750,3000,0,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181,54,3,118,750,3000,0,2010,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,54,4,15,750,3000,1,2016,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,54,3,57,750,2950,3,2012,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
184,55,1,165,750,3000,3,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185,67,3,443,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
186,63,1,114,750,2400,1,2005,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
187,57,3,149,750,2900,2,2014,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,38,1,75,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,59,2,90,750,2550,3,2020,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,29,3,89,750,2700,3,2010,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,39,4,22,750,2650,0,2015,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,34,3,30,750,3000,2,2011,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
193,46,4,69,750,3000,1,2015,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
194,58,1,136,750,3000,0,2015,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
195,35,4,105,750,3000,0,2011,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,66,3,119,750,2400,0,2015,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
197,45,1,3,750,3000,2,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
198,22,2,34,750,3000,3,2017,0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,30,1,39,750,2750,0,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,58,3,112,750,3000,2,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
201,29,1,48,750,3000,0,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202,48,3,225,750,3000,2,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
203,45,4,220,750,2850,3,2015,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
204,31,0,80,750,3000,1,2009,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
205,57,3,470,750,2900,0,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
206,48,3,74,750,3000,0,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
207,31,4,96,750,2750,3,2012,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
208,61,3,60,750,3000,1,2020,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
209,28,3,19,750,3000,0,2017,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
210,42,3,86,750,2850,1,2019,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
211,54,1,172,750,3000,1,2015,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
212,61,1,62,750,2950,1,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,20,3,31,750,3000,1,2017,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,37,1,111,750,2850,2,2011,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
215,35,3,40,750,3000,1,2010,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216,31,2,39,750,3000,0,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,52,3,91,750,3000,3,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
218,19,1,2,750,3000,0,2018,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
219,62,4,179,750,3000,2,2019,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220,65,4,152,750,3000,1,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
221,34,1,108,750,2650,3,2019,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,69,2,280,750,3000,0,2016,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
223,30,3,2,750,3000,1,2015,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
224,53,1,142,750,2600,1,2017,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,59,2,225,750,3000,0,2020,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
226,25,1,39,750,3000,2,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
227,43,4,170,750,3000,2,2019,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
228,24,4,9,750,3000,0,2017,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
229,39,3,109,750,3000,1,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
230,19,1,9,750,3000,2,2020,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,35,4,81,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
232,47,4,72,750,3000,3,2020,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
233,73,4,141,750,3000,2,2013,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
234,67,1,78,750,3000,1,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
235,44,1,137,750,3000,2,2017,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
236,24,3,15,750,2900,3,2018,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
237,53,3,104,750,3000,2,2018,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
238,48,0,102,750,3000,2,2015,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
239,32,1,43,750,3000,2,2019,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,45,4,48,750,2800,0,2016,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
241,36,4,105,750,3000,0,2018,2,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,46,2,43,750,2950,3,2018,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,57,4,132,750,3000,0,2017,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,19,1,8,750,3000,0,2019,0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
245,41,4,86,750,3000,2,2013,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
246,56,3,39,750,3000,1,2015,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,50,1,184,750,3000,3,2017,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
248,32,3,98,750,3000,0,2017,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,40,3,75,750,2750,0,2019,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
250,34,3,50,750,2650,3,2018,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
251,32,1,19,750,3000,2,2013,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
252,61,4,146,750,3000,2,2017,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
253,51,1,175,750,3000,2,2016,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
254,30,1,36,750,3000,0,2016,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
