fraud,incident_type_theft,policy_state_ca,policy_deductable,num_witnesses,policy_state_or,incident_month,customer_gender_female,num_insurers_past_5_years,customer_gender_male,total_claim_amount,authorities_contacted_police,incident_day,collision_type_side,customer_age,customer_education,driver_relationship_child,driver_relationship_spouse,injury_claim,incident_dow,collision_type_na,incident_severity,driver_relationship_self,num_claims_past_year,months_as_customer,auto_year,num_vehicles_involved,policy_state_nv,authorities_contacted_ambulance,num_injuries,policy_liability,police_report_available,driver_relationship_na,incident_type_breakin,authorities_contacted_none,authorities_contacted_fire,driver_relationship_other,policy_state_id,incident_hour,vehicle_claim,incident_type_collision,policy_annual_premium,policy_state_az,policy_state_wa,collision_type_rear,collision_type_front
0,0,1,750,2,0,10,0,1,1,44000.0,1,28,0,40,3,0,0,15000.0,0,0,2,1,0,128,2015,2,0,0,1,0,1,0,0,0,0,0,0,19,29000.0,1,3000,0,0,0,1
0,0,1,750,1,0,9,0,1,1,8500.0,0,3,0,58,1,0,0,0.0,1,0,0,1,1,136,2015,2,0,0,0,0,0,0,0,1,0,0,0,6,8500.0,1,3000,0,0,1,0
0,0,0,750,0,0,8,0,1,1,28694.0,1,21,0,40,4,0,0,13500.0,2,1,1,0,0,87,2014,1,0,0,0,0,0,1,1,0,0,0,0,7,15194.0,0,3000,1,0,0,0
0,0,0,750,0,0,11,1,3,0,32500.0,0,29,0,24,3,0,0,0.0,4,0,2,1,0,18,2020,2,0,0,0,1,0,0,0,0,1,0,0,22,32500.0,1,3000,0,1,0,1
0,0,0,750,0,0,6,0,4,1,18500.0,0,11,0,47,2,0,0,0.0,1,0,0,1,0,9,2015,2,0,0,0,1,0,0,0,1,0,0,0,15,18500.0,1,3000,0,1,1,0
0,0,1,750,0,0,12,0,1,1,42203.0,0,18,0,67,3,0,0,21100.0,2,0,2,1,0,68,2017,2,0,0,1,0,0,0,0,0,1,0,0,8,21103.0,1,3000,0,0,0,1
0,0,0,750,2,1,11,0,1,1,49500.0,1,25,0,73,1,0,1,18000.0,0,0,2,0,0,75,2018,3,0,0,1,1,1,0,0,0,0,0,0,16,31500.0,1,2500,0,0,0,1
0,0,1,750,3,0,8,1,1,0,77064.0,1,14,0,37,2,0,0,60900.0,2,0,0,1,0,76,2016,4,0,0,0,0,1,0,0,0,0,0,0,11,16164.0,1,3000,0,0,0,1
0,0,1,750,1,0,3,0,1,1,26878.0,1,28,1,48,2,0,0,10300.0,3,0,2,1,0,247,2011,3,0,0,1,0,1,0,0,0,0,0,0,15,16578.0,1,3000,0,0,0,0
0,0,0,750,0,0,4,0,1,1,31000.0,0,22,0,47,4,0,0,15000.0,0,0,2,0,0,132,2019,1,0,0,1,3,0,0,0,0,1,1,0,11,16000.0,1,3000,0,1,0,1
0,0,1,750,1,0,11,1,1,0,11500.0,1,18,1,34,1,0,0,0.0,0,0,0,1,0,140,2017,2,0,0,0,0,1,0,0,0,0,0,0,12,11500.0,1,3000,0,0,0,0
0,0,0,750,3,0,8,0,1,1,64500.0,1,16,0,29,3,0,1,30000.0,4,0,2,0,0,112,2015,3,0,0,1,2,1,0,0,0,0,0,0,14,34500.0,1,3000,1,0,0,1
0,0,1,750,0,0,6,1,1,0,45397.0,0,5,0,29,0,0,0,5500.0,2,0,2,1,1,65,2019,1,0,0,0,0,0,0,0,0,1,0,0,14,39897.0,1,3000,0,0,0,1
0,0,1,750,0,0,2,0,5,0,15000.0,1,1,0,57,3,0,0,0.0,4,0,1,1,0,12,2016,2,0,0,0,0,0,0,0,0,0,0,0,15,15000.0,1,3000,0,0,0,1
0,1,0,750,0,0,1,0,2,1,24188.0,1,7,0,45,1,0,0,9400.0,0,1,1,0,0,53,2016,1,1,0,1,1,0,1,0,0,0,0,0,15,14788.0,0,3000,0,0,0,0
0,0,1,750,1,0,6,0,2,1,45695.0,1,26,0,22,3,0,0,11900.0,2,0,2,1,0,44,2017,3,0,0,4,0,1,0,0,0,0,0,0,9,33795.0,1,3000,0,0,1,0
0,0,1,750,0,0,12,0,1,1,10500.0,0,7,0,45,3,0,0,0.0,5,0,0,1,0,109,2015,2,0,0,0,0,0,0,0,1,0,0,0,5,10500.0,1,3000,0,0,0,1
0,0,1,750,1,0,9,1,1,0,40644.0,0,20,0,22,3,0,0,23400.0,4,0,0,1,0,37,2016,2,0,0,0,0,0,0,0,1,0,0,0,14,17244.0,1,3000,0,0,0,1
0,0,0,750,0,0,2,0,1,1,14239.0,0,5,0,40,3,1,0,9000.0,1,0,0,0,0,94,2012,1,0,0,0,0,0,0,0,1,0,0,0,6,5239.0,1,3000,1,0,0,1
0,0,1,750,1,0,2,0,1,1,131582.0,0,25,0,54,3,0,0,112800.0,0,0,0,1,0,153,2014,2,0,0,0,0,0,0,0,1,0,0,0,15,18782.0,1,3000,0,0,0,1
0,0,1,750,1,0,12,1,3,0,9868.0,0,17,0,27,4,0,1,5600.0,1,0,0,0,0,11,2015,2,0,0,0,2,0,0,0,1,0,0,0,16,4268.0,1,3000,0,0,0,1
0,0,0,750,1,0,10,1,1,0,12500.0,1,6,0,38,4,0,0,0.0,6,0,0,1,0,32,2019,3,1,0,0,2,1,0,0,0,0,0,0,15,12500.0,1,3000,0,0,0,1
0,0,1,750,3,0,9,0,1,1,40000.0,1,17,0,47,3,0,1,18500.0,1,0,1,0,0,95,2016,4,0,0,4,1,1,0,0,0,0,0,0,13,21500.0,1,3000,0,0,0,1
0,0,0,750,0,0,8,0,1,1,59170.0,1,28,0,41,2,0,0,53800.0,2,0,0,0,0,211,2016,2,0,0,0,3,1,0,0,0,0,1,0,6,5370.0,1,3000,0,1,1,0
0,0,1,750,0,0,2,0,1,1,27000.0,1,27,0,74,3,0,0,0.0,2,0,1,1,1,60,2019,2,0,0,0,0,0,0,0,0,0,0,0,10,27000.0,1,3000,0,0,1,0
0,0,0,750,0,0,11,0,1,1,51000.0,1,23,0,40,3,0,0,23000.0,5,0,2,1,0,187,2018,2,0,0,4,2,0,0,0,0,0,0,0,14,28000.0,1,3000,0,1,0,1
0,0,0,750,0,0,2,0,1,1,19251.0,1,3,0,46,3,0,0,13200.0,6,0,0,1,0,81,2019,3,0,0,0,1,1,0,0,0,0,0,1,10,6051.0,1,3000,0,0,1,0
0,1,0,750,0,0,6,0,4,1,19401.0,1,26,0,26,3,0,0,6300.0,2,1,1,0,0,23,2015,1,0,0,0,2,1,1,0,0,0,0,0,2,13101.0,0,3000,0,1,0,0
0,0,0,750,1,1,9,0,1,1,2500.0,0,27,0,45,4,0,0,0.0,4,0,0,1,0,145,2016,2,0,0,0,1,0,0,0,1,0,0,0,7,2500.0,1,2700,0,0,1,0
0,0,1,750,1,0,11,0,1,1,172251.0,1,8,1,63,4,0,0,156500.0,4,0,1,1,0,88,2019,2,0,0,1,1,0,0,0,0,0,0,0,1,15751.0,1,3000,0,0,0,0
0,0,1,750,0,0,12,0,1,1,10000.0,0,31,1,22,3,0,0,0.0,1,0,0,1,0,18,2018,1,0,0,0,2,0,0,0,1,0,0,0,13,10000.0,1,3000,0,0,0,0
0,0,1,750,2,0,10,1,1,0,14191.0,0,29,1,61,3,0,0,6900.0,1,0,0,1,0,96,2017,2,0,0,0,1,0,0,0,1,0,0,0,8,7291.0,1,2700,0,0,0,0
0,0,1,750,2,0,1,1,1,0,38043.0,1,28,0,46,4,0,0,19000.0,0,0,0,1,0,115,2014,3,0,0,0,0,1,0,0,0,0,0,0,14,19043.0,1,3000,0,0,0,1
0,1,0,750,0,0,6,0,1,1,14823.0,1,18,0,35,3,0,0,3500.0,1,1,1,0,0,118,2015,1,1,0,1,3,1,1,0,0,0,0,0,9,11323.0,0,2800,0,0,0,0
0,0,1,750,0,0,10,0,1,1,11500.0,0,31,0,29,1,0,0,0.0,3,0,0,1,0,134,2015,1,0,0,0,1,0,0,0,1,0,0,0,7,11500.0,1,3000,0,0,1,0
0,0,1,750,1,0,9,1,1,0,118214.0,1,5,0,38,2,0,0,110100.0,3,1,0,0,0,29,2017,1,0,0,0,0,0,1,1,0,0,0,0,9,8114.0,0,3000,0,0,0,0
0,0,0,750,2,0,11,0,1,1,18553.0,1,22,0,24,1,0,0,13300.0,4,0,2,1,0,7,2015,3,0,0,1,0,1,0,0,0,0,0,0,7,5253.0,1,2700,1,0,0,1
0,0,0,750,4,0,10,0,1,1,25500.0,1,31,0,44,3,0,0,0.0,3,0,2,1,0,25,2016,3,0,0,0,2,1,0,0,0,0,0,1,11,25500.0,1,3000,0,0,1,0
0,0,1,750,3,0,12,0,1,1,47000.0,1,14,0,24,4,0,0,30000.0,5,0,1,1,0,63,2017,3,0,0,1,2,1,0,0,0,0,0,0,12,17000.0,1,3000,0,0,0,1
0,0,0,750,1,0,6,0,1,1,41500.0,1,1,0,53,1,0,0,25000.0,5,0,1,1,0,96,2016,3,0,0,1,1,1,0,0,0,0,0,0,11,16500.0,1,3000,1,0,0,1
0,0,0,750,1,0,5,1,1,0,2000.0,1,25,0,43,2,0,0,0.0,5,0,1,1,0,71,2020,2,1,0,0,3,1,0,0,0,0,0,0,12,2000.0,1,3000,0,0,0,1
0,0,1,750,0,0,5,0,1,1,23000.0,1,22,0,51,1,0,1,15000.0,2,0,0,0,0,101,2016,3,0,0,1,0,1,0,0,0,0,0,0,20,8000.0,1,3000,0,0,0,1
0,0,0,750,0,0,2,0,1,1,23690.0,1,24,0,54,4,0,1,6800.0,6,0,1,0,0,75,2014,2,0,0,0,1,1,0,0,0,0,0,0,14,16890.0,1,2600,1,0,0,1
0,0,0,750,0,1,11,0,1,1,12000.0,1,5,0,59,3,0,0,0.0,1,1,0,0,0,237,2019,1,0,0,0,1,0,1,1,0,0,0,0,10,12000.0,0,3000,0,0,0,0
0,0,0,750,1,0,9,0,1,1,28134.0,1,5,0,35,1,0,0,4000.0,3,0,1,1,0,108,2017,4,0,0,2,1,1,0,0,0,0,0,0,18,24134.0,1,2850,0,1,0,1
0,0,1,750,0,0,9,1,1,0,36000.0,0,12,0,31,3,0,0,30000.0,3,0,0,1,0,87,2019,2,0,0,1,0,0,0,0,1,0,0,0,20,6000.0,1,3000,0,0,1,0
0,0,1,750,1,0,11,1,1,0,49500.0,1,9,0,26,3,0,0,17500.0,5,0,2,0,0,83,2015,3,0,0,1,0,1,0,0,0,0,1,0,9,32000.0,1,3000,0,0,1,0
0,0,1,750,2,0,10,0,4,1,39704.0,1,16,0,24,1,0,0,16700.0,2,0,1,1,0,9,2013,2,0,0,1,3,1,0,0,0,0,0,0,16,23004.0,1,2650,0,0,0,1
0,0,0,750,0,0,7,0,3,1,15141.0,0,12,0,60,4,0,0,9000.0,4,0,0,1,0,30,2019,2,0,0,0,0,0,0,0,1,0,0,0,12,6141.0,1,2900,1,0,0,1
0,0,1,750,1,0,5,0,1,1,33911.0,1,31,0,33,1,0,0,21700.0,4,0,0,1,0,74,2012,3,0,0,0,1,1,0,0,0,0,0,0,10,12211.0,1,3000,0,0,1,0
0,0,0,750,0,0,12,0,3,1,76392.0,0,5,1,23,3,0,1,60300.0,3,0,0,0,0,43,2016,1,0,0,0,2,0,0,0,1,0,0,0,12,16092.0,1,3000,1,0,0,0
0,0,1,750,0,0,8,0,1,1,68724.0,1,6,0,48,2,0,0,25300.0,1,0,2,1,0,116,2014,2,0,0,1,1,0,0,0,0,0,0,0,11,43424.0,1,3000,0,0,0,1
0,0,0,750,2,0,10,0,1,0,11500.0,0,14,0,50,4,0,0,0.0,0,0,0,1,0,126,2016,2,0,0,0,1,0,0,0,1,0,0,0,8,11500.0,1,3000,0,1,0,1
0,0,0,750,0,0,10,1,1,0,36243.0,1,25,0,48,1,1,0,14700.0,4,0,2,0,0,122,2018,3,1,0,1,2,1,0,0,0,0,0,0,8,21543.0,1,3000,0,0,0,1
0,0,1,750,1,0,1,0,1,1,4500.0,0,31,0,65,4,0,0,0.0,3,0,0,1,0,198,2019,2,0,0,0,3,0,0,0,1,0,0,0,12,4500.0,1,3000,0,0,0,1
0,0,1,750,2,0,3,0,1,1,18904.0,0,1,0,32,3,0,0,10900.0,4,0,0,1,0,37,2020,2,0,0,0,2,0,0,0,1,0,0,0,9,8004.0,1,3000,0,0,0,1
0,0,1,750,2,0,5,0,2,1,9500.0,1,17,0,33,1,0,1,0.0,4,0,0,0,0,18,2019,3,0,0,0,3,1,0,0,0,0,0,0,9,9500.0,1,3000,0,0,0,1
0,0,1,750,1,0,11,0,1,0,21781.0,0,12,1,50,3,0,0,15400.0,1,0,0,1,1,160,2015,2,0,0,0,1,0,0,0,1,0,0,0,14,6381.0,1,3000,0,0,0,0
0,0,1,750,1,0,4,1,1,0,58755.0,1,17,0,70,3,0,0,24900.0,2,0,2,1,1,118,2019,3,0,0,1,0,1,0,0,0,0,0,0,20,33855.0,1,3000,0,0,0,1
0,0,0,750,2,0,3,0,1,1,11527.0,1,14,0,27,3,0,0,1200.0,3,0,1,1,0,24,2018,3,0,0,0,2,1,0,0,0,0,0,0,18,10327.0,1,3000,1,0,0,1
0,0,0,750,0,1,11,0,1,1,32128.0,0,8,0,35,3,0,0,23100.0,4,0,0,1,1,63,2012,1,0,0,0,1,0,0,0,1,0,0,0,16,9028.0,1,3000,0,0,0,1
0,0,1,750,0,0,5,0,2,0,47018.0,1,1,0,53,3,0,0,33800.0,2,1,0,0,0,52,2018,1,0,0,0,1,0,1,1,0,0,0,0,9,13218.0,0,3000,0,0,0,0
1,0,1,750,0,0,3,1,1,0,10000.0,0,28,0,37,3,0,0,0.0,3,0,0,1,0,88,2017,2,0,0,0,0,0,0,0,1,0,0,0,8,10000.0,1,3000,0,0,0,1
0,0,0,750,4,0,8,0,1,1,19500.0,1,2,1,30,3,0,0,0.0,4,0,1,1,0,105,2018,3,0,0,0,3,1,0,0,0,0,0,0,19,19500.0,1,2950,0,1,0,0
0,0,0,750,0,1,10,0,5,1,70803.0,1,27,0,19,1,0,0,67900.0,6,1,0,0,0,14,2008,1,0,0,0,1,0,1,1,0,0,0,0,16,2903.0,0,3000,0,0,0,0
0,0,0,750,0,0,7,1,1,0,6500.0,1,8,0,48,4,0,0,0.0,0,1,0,0,0,68,2019,1,0,0,0,3,0,1,1,0,0,0,0,6,6500.0,0,3000,0,1,0,0
0,0,0,750,1,0,8,1,2,0,12957.0,1,6,0,39,1,1,0,6900.0,1,0,0,0,0,6,2009,3,0,0,0,1,1,0,0,0,0,0,0,8,6057.0,1,2750,0,1,1,0
0,0,0,750,0,0,10,0,1,1,2500.0,1,17,0,66,3,0,0,0.0,3,1,0,0,0,142,2014,1,0,0,0,1,0,1,1,0,0,0,0,9,2500.0,0,3000,0,1,0,0
0,0,1,750,0,0,12,1,1,0,23066.0,1,28,0,68,3,0,1,1400.0,5,0,2,0,0,226,2013,3,0,0,1,3,1,0,0,0,0,0,0,9,21666.0,1,2950,0,0,1,0
0,0,1,750,0,0,8,1,4,0,31507.0,1,5,0,23,3,0,0,18200.0,0,1,0,0,0,17,2020,1,0,0,0,2,0,1,1,0,0,0,0,19,13307.0,0,2850,0,0,0,0
0,0,1,750,2,0,7,0,1,0,36500.0,1,13,1,35,3,0,0,0.0,5,0,2,1,0,75,2014,3,0,0,0,0,1,0,0,0,0,0,0,5,36500.0,1,3000,0,0,0,0
0,0,1,750,0,0,8,1,2,0,20228.0,0,20,0,34,4,0,0,4700.0,1,0,0,1,0,41,2015,2,0,0,0,1,0,0,0,1,0,0,0,13,15528.0,1,3000,0,0,0,1
0,0,0,750,3,0,10,1,2,0,10000.0,0,22,0,59,3,0,0,0.0,1,0,0,1,0,41,2017,2,0,0,0,0,0,0,0,1,0,0,0,16,10000.0,1,2800,1,0,0,1
0,0,1,750,0,0,10,0,1,1,39000.0,1,10,0,57,4,0,0,19000.0,3,0,2,1,0,162,2017,2,0,0,1,1,1,0,0,0,0,0,0,13,20000.0,1,3000,0,0,1,0
0,0,1,750,2,0,6,1,1,0,46277.0,1,12,0,34,3,0,0,7300.0,2,0,2,1,0,106,2009,3,0,0,1,0,1,0,0,0,0,0,0,8,38977.0,1,3000,0,0,0,1
0,0,1,750,3,0,5,0,1,1,35883.0,0,12,0,68,3,0,0,23500.0,6,0,0,1,0,120,2017,2,0,0,0,0,0,0,0,1,0,0,0,16,12383.0,1,3000,0,0,0,1
0,0,1,750,0,0,5,0,1,1,16500.0,0,29,0,45,1,0,0,0.0,2,0,0,1,0,3,2019,2,0,0,0,2,0,0,0,1,0,0,0,14,16500.0,1,3000,0,0,0,1
0,0,0,750,1,0,11,1,1,0,19500.0,1,29,0,33,3,0,0,0.0,4,0,0,1,0,62,2017,2,0,0,0,3,0,0,0,0,0,0,0,17,19500.0,1,3000,0,1,1,0
1,0,1,750,0,0,9,0,2,1,10000.0,0,27,0,46,3,0,0,0.0,4,1,0,0,0,12,2016,1,0,0,0,1,0,1,1,1,0,0,0,17,10000.0,0,3000,0,0,0,0
0,0,1,750,2,0,2,0,2,1,13000.0,0,24,0,37,1,0,1,0.0,6,0,0,0,0,57,2020,2,0,0,0,2,0,0,0,1,0,0,0,16,13000.0,1,2800,0,0,0,1
0,0,1,750,0,0,3,1,1,0,36943.0,1,14,0,54,1,0,0,30900.0,3,0,0,1,0,79,2009,1,0,0,0,0,0,0,0,0,0,0,0,14,6043.0,1,2950,0,0,0,1
0,0,1,750,0,0,12,1,1,0,55328.0,0,31,0,36,3,0,0,25200.0,1,0,2,1,0,143,2019,1,0,1,0,0,0,0,0,0,0,0,0,19,30128.0,1,3000,0,0,0,1
0,0,0,750,0,0,10,0,4,1,34000.0,0,2,0,24,1,0,1,1000.0,2,0,2,0,1,2,2019,2,0,0,1,1,0,0,0,0,1,0,0,17,33000.0,1,3000,0,1,1,0
0,0,0,850,2,0,12,1,4,0,11500.0,1,11,0,23,3,0,0,2500.0,2,0,0,1,1,11,2020,2,0,0,1,1,0,0,0,0,0,0,0,17,9000.0,1,3000,1,0,1,0
