Time,BASEMENT::Des Heat Load [W],BASEMENT:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],BASEMENT::Des Heat Mass Flow [kg/s],BASEMENT:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_BOTTOM::Des Heat Load [W],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_BOTTOM::Des Heat Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_MID::Des Heat Load [W],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_MID::Des Heat Mass Flow [kg/s],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s] 
05:10:00,0.000000E+00,3.860311E+04,0.000000E+00,3.377001E+00,0.000000E+00,4.631110E+04,0.000000E+00,4.051296E+00,0.000000E+00,4.800029E+05,0.000000E+00,4.199067E+01,4.780286E+04,4.541008E+04,1.616510E+00,3.972475E+00,1.244158E+04,5.181023E+03,4.206452E-01,4.533119E-01,8.354004E+03,3.786444E+03,2.824442E-01,3.312983E-01,1.218874E+04,5.080752E+03,4.120967E-01,4.445395E-01,8.335802E+03,3.724380E+03,2.818288E-01,3.258647E-01,1.424168E+05,5.126863E+04,4.815057E+00,4.485730E+00,9.390641E+04,3.731751E+04,3.174923E+00,3.265127E+00,1.409755E+05,5.063170E+04,4.766330E+00,4.430009E+00,9.575659E+04,3.676535E+04,3.237477E+00,3.216784E+00,2.274940E+04,4.724537E+03,7.691522E-01,4.133704E-01,1.481133E+04,3.461524E+03,5.007651E-01,3.028682E-01,2.266200E+04,4.682606E+03,7.661972E-01,4.097023E-01,1.506622E+04,3.385459E+03,5.093830E-01,2.962099E-01 
05:15:00,0.000000E+00,3.859158E+04,0.000000E+00,3.375993E+00,0.000000E+00,4.632179E+04,0.000000E+00,4.052232E+00,0.000000E+00,4.800873E+05,0.000000E+00,4.199805E+01,4.782261E+04,4.533280E+04,1.617178E+00,3.965715E+00,1.244211E+04,5.198436E+03,4.206631E-01,4.548355E-01,8.354345E+03,4.049604E+03,2.824557E-01,3.543265E-01,1.218927E+04,5.153544E+03,4.121147E-01,4.509089E-01,8.336143E+03,3.732511E+03,2.818403E-01,3.265762E-01,1.424232E+05,5.141550E+04,4.815275E+00,4.498581E+00,9.391054E+04,3.982885E+04,3.175063E+00,3.484884E+00,1.409820E+05,5.134683E+04,4.766549E+00,4.492585E+00,9.576073E+04,3.682145E+04,3.237616E+00,3.221692E+00,2.275155E+04,4.728786E+03,7.692250E-01,4.137422E-01,1.481271E+04,3.699151E+03,5.008119E-01,3.236621E-01,2.266416E+04,4.742666E+03,7.662702E-01,4.149578E-01,1.506760E+04,3.384431E+03,5.094297E-01,2.961199E-01 
05:20:00,0.000000E+00,3.858015E+04,0.000000E+00,3.374993E+00,0.000000E+00,4.634578E+04,0.000000E+00,4.054331E+00,0.000000E+00,4.803054E+05,0.000000E+00,4.201713E+01,4.784223E+04,4.526973E+04,1.617842E+00,3.960197E+00,1.244265E+04,5.225725E+03,4.206811E-01,4.572233E-01,8.354688E+03,4.396768E+03,2.824673E-01,3.847058E-01,1.218981E+04,5.243924E+03,4.121329E-01,4.588174E-01,8.336486E+03,3.747177E+03,2.818519E-01,3.278595E-01,1.424298E+05,5.165944E+04,4.815496E+00,4.519925E+00,9.391472E+04,4.315371E+04,3.175204E+00,3.775833E+00,1.409886E+05,5.224473E+04,4.766770E+00,4.571154E+00,9.576490E+04,3.694204E+04,3.237758E+00,3.232244E+00,2.275369E+04,4.742647E+03,7.692972E-01,4.149552E-01,1.481408E+04,4.016092E+03,5.008583E-01,3.513968E-01,2.266630E+04,4.820830E+03,7.663426E-01,4.217975E-01,1.506897E+04,3.389790E+03,5.094760E-01,2.965889E-01 
05:25:00,0.000000E+00,3.856886E+04,0.000000E+00,3.374006E+00,0.000000E+00,4.638514E+04,0.000000E+00,4.057774E+00,0.000000E+00,4.806778E+05,0.000000E+00,4.204971E+01,4.786169E+04,4.522364E+04,1.618500E+00,3.956165E+00,1.244319E+04,5.264316E+03,4.206993E-01,4.606001E-01,8.355034E+03,4.827395E+03,2.824790E-01,4.223891E-01,1.219035E+04,5.351653E+03,4.121512E-01,4.682441E-01,8.336832E+03,3.769210E+03,2.818636E-01,3.297875E-01,1.424363E+05,5.201457E+04,4.815718E+00,4.551001E+00,9.391892E+04,4.728943E+04,3.175346E+00,4.137741E+00,1.409952E+05,5.332226E+04,4.766993E+00,4.665442E+00,9.576910E+04,3.713539E+04,3.237900E+00,3.249163E+00,2.275580E+04,4.767569E+03,7.693688E-01,4.171359E-01,1.481544E+04,4.412176E+03,5.009043E-01,3.860575E-01,2.266843E+04,4.916843E+03,7.664145E-01,4.301991E-01,1.507033E+04,3.402388E+03,5.095219E-01,2.976914E-01 
05:30:00,0.000000E+00,3.855776E+04,0.000000E+00,3.373035E+00,0.000000E+00,4.644036E+04,0.000000E+00,4.062604E+00,0.000000E+00,4.812096E+05,0.000000E+00,4.209623E+01,4.788097E+04,4.519539E+04,1.619152E+00,3.953694E+00,1.244373E+04,5.311967E+03,4.207176E-01,4.647698E-01,8.355382E+03,5.318421E+03,2.824908E-01,4.653581E-01,1.219090E+04,5.464873E+03,4.121696E-01,4.781513E-01,8.337180E+03,3.796902E+03,2.818754E-01,3.322107E-01,1.424429E+05,5.246066E+04,4.815941E+00,4.590035E+00,9.392314E+04,5.201566E+04,3.175489E+00,4.551327E+00,1.410018E+05,5.446400E+04,4.767217E+00,4.765349E+00,9.577332E+04,3.738586E+04,3.238042E+00,3.271081E+00,2.275790E+04,4.801641E+03,7.694397E-01,4.201174E-01,1.481679E+04,4.865899E+03,5.009499E-01,4.257624E-01,2.267053E+04,5.019473E+03,7.664856E-01,4.391797E-01,1.507167E+04,3.420741E+03,5.095673E-01,2.992974E-01 
05:35:00,0.000000E+00,3.854689E+04,0.000000E+00,3.372083E+00,0.000000E+00,4.651018E+04,0.000000E+00,4.068712E+00,0.000000E+00,4.818883E+05,0.000000E+00,4.215560E+01,4.790008E+04,4.518373E+04,1.619798E+00,3.952675E+00,1.244427E+04,5.365521E+03,4.207359E-01,4.694560E-01,8.355731E+03,5.850747E+03,2.825026E-01,5.119409E-01,1.219144E+04,5.574918E+03,4.121881E-01,4.877806E-01,8.337529E+03,3.827920E+03,2.818872E-01,3.349250E-01,1.424495E+05,5.296585E+04,4.816165E+00,4.634242E+00,9.392738E+04,5.715672E+04,3.175632E+00,5.001212E+00,1.410084E+05,5.558217E+04,4.767442E+00,4.863193E+00,9.577757E+04,3.767000E+04,3.238186E+00,3.295945E+00,2.275997E+04,4.841739E+03,7.695098E-01,4.236263E-01,1.481812E+04,5.360726E+03,5.009950E-01,4.690642E-01,2.267261E+04,5.120078E+03,7.665560E-01,4.479831E-01,1.507300E+04,3.442546E+03,5.096122E-01,3.012056E-01 
05:40:00,0.000000E+00,3.853628E+04,0.000000E+00,3.371155E+00,0.000000E+00,4.659196E+04,0.000000E+00,4.075866E+00,0.000000E+00,4.826873E+05,0.000000E+00,4.222550E+01,4.791899E+04,4.518613E+04,1.620437E+00,3.952884E+00,1.244481E+04,5.423719E+03,4.207543E-01,4.745486E-01,8.356081E+03,6.405947E+03,2.825144E-01,5.605248E-01,1.219199E+04,5.674278E+03,4.122066E-01,4.964750E-01,8.337879E+03,3.861206E+03,2.818990E-01,3.378376E-01,1.424562E+05,5.351793E+04,4.816389E+00,4.682551E+00,9.393163E+04,6.254111E+04,3.175776E+00,5.472384E+00,1.410151E+05,5.659898E+04,4.767667E+00,4.952167E+00,9.578182E+04,3.797745E+04,3.238330E+00,3.322849E+00,2.276203E+04,4.886649E+03,7.695793E-01,4.275562E-01,1.481944E+04,5.880602E+03,5.010396E-01,5.145575E-01,2.267467E+04,5.210969E+03,7.666256E-01,4.559365E-01,1.507431E+04,3.466775E+03,5.096567E-01,3.033259E-01 
05:45:00,0.000000E+00,3.852601E+04,0.000000E+00,3.370257E+00,0.000000E+00,4.668269E+04,0.000000E+00,4.083803E+00,0.000000E+00,4.835769E+05,0.000000E+00,4.230332E+01,4.793770E+04,4.519965E+04,1.621070E+00,3.954067E+00,1.244536E+04,5.485399E+03,4.207728E-01,4.799459E-01,8.356432E+03,6.978395E+03,2.825262E-01,6.106169E-01,1.219254E+04,5.761451E+03,4.122252E-01,5.041027E-01,8.338229E+03,3.895808E+03,2.819109E-01,3.408656E-01,1.424629E+05,5.410591E+04,4.816615E+00,4.734002E+00,9.393590E+04,6.811229E+04,3.175921E+00,5.959891E+00,1.410218E+05,5.749813E+04,4.767894E+00,5.030844E+00,9.578609E+04,3.829913E+04,3.238474E+00,3.350998E+00,2.276406E+04,4.935310E+03,7.696479E-01,4.318144E-01,1.482075E+04,6.419734E+03,5.010837E-01,5.617350E-01,2.267671E+04,5.290502E+03,7.666945E-01,4.628958E-01,1.507562E+04,3.492548E+03,5.097007E-01,3.055812E-01 
05:50:00,0.000000E+00,3.851613E+04,0.000000E+00,3.369392E+00,0.000000E+00,4.677924E+04,0.000000E+00,4.092249E+00,0.000000E+00,4.845259E+05,0.000000E+00,4.238634E+01,4.795622E+04,4.522123E+04,1.621697E+00,3.955954E+00,1.244590E+04,5.549553E+03,4.207913E-01,4.855596E-01,8.356783E+03,7.560061E+03,2.825381E-01,6.615142E-01,1.219309E+04,5.837477E+03,4.122438E-01,5.107549E-01,8.338581E+03,3.930939E+03,2.819227E-01,3.439397E-01,1.424695E+05,5.472021E+04,4.816840E+00,4.787756E+00,9.394018E+04,7.379299E+04,3.176065E+00,6.456970E+00,1.410285E+05,5.828884E+04,4.768121E+00,5.100031E+00,9.579037E+04,3.862749E+04,3.238619E+00,3.379731E+00,2.276607E+04,4.986791E+03,7.697158E-01,4.363193E-01,1.482204E+04,6.970455E+03,5.011272E-01,6.099254E-01,2.267872E+04,5.359569E+03,7.667626E-01,4.689392E-01,1.507690E+04,3.519129E+03,5.097442E-01,3.079072E-01 
05:55:00,0.000000E+00,3.850669E+04,0.000000E+00,3.368567E+00,0.000000E+00,4.687847E+04,0.000000E+00,4.100930E+00,0.000000E+00,4.855034E+05,0.000000E+00,4.247185E+01,4.797455E+04,4.524778E+04,1.622316E+00,3.958277E+00,1.244645E+04,5.613356E+03,4.208098E-01,4.911426E-01,8.357135E+03,8.133118E+03,2.825500E-01,7.116566E-01,1.219364E+04,5.897715E+03,4.122625E-01,5.160255E-01,8.338933E+03,3.964660E+03,2.819346E-01,3.468905E-01,1.424762E+05,5.533419E+04,4.817067E+00,4.841482E+00,9.394446E+04,7.941118E+04,3.176210E+00,6.948564E+00,1.410352E+05,5.892669E+04,4.768348E+00,5.155841E+00,9.579465E+04,3.894422E+04,3.238763E+00,3.407447E+00,2.276805E+04,5.038512E+03,7.697829E-01,4.408452E-01,1.482331E+04,7.515859E+03,5.011703E-01,6.576490E-01,2.268071E+04,5.413815E+03,7.668298E-01,4.736857E-01,1.507817E+04,3.544741E+03,5.097871E-01,3.101486E-01 
06:00:00,0.000000E+00,3.849775E+04,0.000000E+00,3.367784E+00,0.000000E+00,4.697749E+04,0.000000E+00,4.109593E+00,0.000000E+00,4.864806E+05,0.000000E+00,4.255734E+01,4.799267E+04,4.527632E+04,1.622929E+00,3.960774E+00,1.244700E+04,5.676986E+03,4.208283E-01,4.967105E-01,8.357488E+03,8.697966E+03,2.825620E-01,7.610789E-01,1.219420E+04,5.948167E+03,4.122812E-01,5.204396E-01,8.339286E+03,3.997168E+03,2.819466E-01,3.497351E-01,1.424829E+05,5.594895E+04,4.817294E+00,4.895276E+00,9.394875E+04,8.496832E+04,3.176355E+00,7.434799E+00,1.410420E+05,5.946783E+04,4.768576E+00,5.203188E+00,9.579894E+04,3.925081E+04,3.238909E+00,3.434275E+00,2.277001E+04,5.090554E+03,7.698491E-01,4.453991E-01,1.482457E+04,8.055885E+03,5.012129E-01,7.049003E-01,2.268268E+04,5.458690E+03,7.668964E-01,4.776120E-01,1.507943E+04,3.569517E+03,5.098296E-01,3.123166E-01 
06:05:00,0.000000E+00,3.929771E+04,0.000000E+00,3.437765E+00,0.000000E+00,4.825337E+04,0.000000E+00,4.221207E+00,0.000000E+00,4.992371E+05,0.000000E+00,4.367328E+01,4.801059E+04,4.648301E+04,1.623535E+00,4.066335E+00,1.201664E+04,5.915466E+03,4.062806E-01,5.175769E-01,8.070565E+03,9.366861E+03,2.728632E-01,8.196037E-01,1.176382E+04,6.167894E+03,3.977332E-01,5.396646E-01,8.052362E+03,4.142152E+03,2.722477E-01,3.624208E-01,1.381655E+05,5.832663E+04,4.671355E+00,5.103317E+00,9.107024E+04,9.159601E+04,3.079055E+00,8.014690E+00,1.367246E+05,6.171389E+04,4.622636E+00,5.399706E+00,9.292049E+04,4.069206E+04,3.141611E+00,3.560381E+00,2.233779E+04,5.320355E+03,7.552405E-01,4.655062E-01,1.453637E+04,8.704506E+03,4.914720E-01,7.616521E-01,2.225047E+04,5.675512E+03,7.522879E-01,4.965828E-01,1.479123E+04,3.708756E+03,5.000887E-01,3.244997E-01 
06:10:00,0.000000E+00,4.011147E+04,0.000000E+00,3.508953E+00,0.000000E+00,4.956131E+04,0.000000E+00,4.335625E+00,0.000000E+00,5.123195E+05,0.000000E+00,4.481773E+01,4.798665E+04,4.772539E+04,1.622725E+00,4.175019E+00,1.158465E+04,6.158330E+03,3.916814E-01,5.388300E-01,7.782583E+03,1.002620E+04,2.631308E-01,8.772935E-01,1.133185E+04,6.392986E+03,3.831340E-01,5.593620E-01,7.764379E+03,4.289284E+03,2.625153E-01,3.752965E-01,1.338329E+05,6.075180E+04,4.524941E+00,5.315546E+00,8.818192E+04,9.815200E+04,2.981449E+00,8.588318E+00,1.323924E+05,6.401353E+04,4.476237E+00,5.600943E+00,9.003228E+04,4.215745E+04,3.044010E+00,3.688620E+00,2.189872E+04,5.555314E+03,7.404065E-01,4.860678E-01,1.424372E+04,9.346793E+03,4.815851E-01,8.178506E-01,2.181140E+04,5.897984E+03,7.374542E-01,5.160513E-01,1.449858E+04,3.850700E+03,4.902018E-01,3.369215E-01 
06:15:00,0.000000E+00,4.092939E+04,0.000000E+00,3.580510E+00,0.000000E+00,5.087646E+04,0.000000E+00,4.450691E+00,0.000000E+00,5.254777E+05,0.000000E+00,4.596898E+01,4.784558E+04,4.898320E+04,1.617955E+00,4.285068E+00,1.115175E+04,6.402896E+03,3.770515E-01,5.602319E-01,7.494014E+03,1.066696E+04,2.533788E-01,9.333552E-01,1.089900E+04,6.624312E+03,3.685058E-01,5.796049E-01,7.475809E+03,4.437055E+03,2.527633E-01,3.882280E-01,1.294929E+05,6.319797E+04,4.378280E+00,5.529609E+00,8.528913E+04,1.045478E+05,2.883696E+00,9.147913E+00,1.280538E+05,6.637454E+04,4.329625E+00,5.807551E+00,8.713963E+04,4.363210E+04,2.946263E+00,3.817667E+00,2.144387E+04,5.793352E+03,7.250409E-01,5.068986E-01,1.394089E+04,9.974422E+03,4.713550E-01,8.727645E-01,2.135655E+04,6.127548E+03,7.220885E-01,5.361400E-01,1.419573E+04,3.994234E+03,4.799712E-01,3.494823E-01 
06:20:00,0.000000E+00,4.175100E+04,0.000000E+00,3.652395E+00,0.000000E+00,5.219474E+04,0.000000E+00,4.566047E+00,0.000000E+00,5.386719E+05,0.000000E+00,4.712356E+01,4.756436E+04,5.025481E+04,1.608445E+00,4.396339E+00,1.071665E+04,6.648548E+03,3.623473E-01,5.817284E-01,7.204032E+03,1.128583E+04,2.435792E-01,9.875002E-01,1.046404E+04,6.862053E+03,3.538062E-01,6.004087E-01,7.185825E+03,4.585313E+03,2.429636E-01,4.012017E-01,1.251334E+05,6.565912E+04,4.230964E+00,5.744979E+00,8.238386E+04,1.107523E+05,2.785522E+00,9.690744E+00,1.236964E+05,6.879819E+04,4.182377E+00,6.019635E+00,8.423454E+04,4.511455E+04,2.848096E+00,3.947392E+00,2.096915E+04,6.034177E+03,7.090034E-01,5.279729E-01,1.362520E+04,1.058454E+04,4.606901E-01,9.261441E-01,2.088175E+04,6.364534E+03,7.060483E-01,5.568780E-01,1.388001E+04,4.139416E+03,4.693059E-01,3.621870E-01 
06:25:00,0.000000E+00,4.257585E+04,0.000000E+00,3.724568E+00,0.000000E+00,5.351320E+04,0.000000E+00,4.681431E+00,0.000000E+00,5.518742E+05,0.000000E+00,4.827897E+01,4.715587E+04,5.153801E+04,1.594632E+00,4.508636E+00,1.028110E+04,6.894811E+03,3.476255E-01,6.032779E-01,6.913802E+03,1.188186E+04,2.337693E-01,1.039645E+00,1.002874E+04,7.105697E+03,3.390926E-01,6.217288E-01,6.895592E+03,4.733977E+03,2.331536E-01,4.142106E-01,1.207716E+05,6.813070E+04,4.083537E+00,5.961258E+00,7.947712E+04,1.167577E+05,2.687278E+00,1.021614E+01,1.193368E+05,7.127942E+04,4.035024E+00,6.236756E+00,8.132794E+04,4.660409E+04,2.749858E+00,4.077736E+00,2.047763E+04,6.277435E+03,6.923943E-01,5.492597E-01,1.329865E+04,1.117641E+04,4.496555E-01,9.779261E-01,2.039005E+04,6.608535E+03,6.894328E-01,5.782296E-01,1.355344E+04,4.286238E+03,4.582707E-01,3.750350E-01 
06:30:00,0.000000E+00,4.340367E+04,0.000000E+00,3.797004E+00,0.000000E+00,5.482995E+04,0.000000E+00,4.796678E+00,0.000000E+00,5.650669E+05,0.000000E+00,4.943366E+01,4.663950E+04,5.283086E+04,1.577170E+00,4.621789E+00,9.844820E+03,7.141297E+03,3.328791E-01,6.248466E-01,6.623144E+03,1.245421E+04,2.239452E-01,1.089717E+00,9.592806E+03,7.354136E+03,3.243579E-01,6.434682E-01,6.604931E+03,4.882989E+03,2.233294E-01,4.272497E-01,1.164040E+05,7.060910E+04,3.935920E+00,6.178131E+00,7.656669E+04,1.225575E+05,2.588912E+00,1.072354E+01,1.149714E+05,7.380633E+04,3.887480E+00,6.457870E+00,7.841764E+04,4.810033E+04,2.651497E+00,4.208663E+00,1.997153E+04,6.522772E+03,6.752930E-01,5.707282E-01,1.296267E+04,1.174937E+04,4.383029E-01,1.028052E+00,1.988364E+04,6.858550E+03,6.723211E-01,6.001072E-01,1.321744E+04,4.434660E+03,4.469174E-01,3.880226E-01 
06:35:00,0.000000E+00,4.342587E+04,0.000000E+00,3.798968E+00,0.000000E+00,5.496423E+04,0.000000E+00,4.808491E+00,0.000000E+00,5.664342E+05,0.000000E+00,4.955397E+01,4.603135E+04,5.295314E+04,1.556605E+00,4.632548E+00,9.838777E+03,7.212489E+03,3.326764E-01,6.310776E-01,6.619370E+03,1.288802E+04,2.238188E-01,1.127668E+00,9.587208E+03,7.430239E+03,3.241702E-01,6.501288E-01,6.601152E+03,4.918649E+03,2.232028E-01,4.303708E-01,1.163547E+05,7.132782E+04,3.934278E+00,6.241036E+00,7.653530E+04,1.269974E+05,2.587866E+00,1.111195E+01,1.149242E+05,7.459830E+04,3.885908E+00,6.527183E+00,7.838631E+04,4.845873E+04,2.650454E+00,4.240032E+00,1.988704E+04,6.592289E+03,6.724428E-01,5.768129E-01,1.290804E+04,1.218705E+04,4.364601E-01,1.066340E+00,1.979874E+04,6.935262E+03,6.694568E-01,6.068213E-01,1.316278E+04,4.469385E+03,4.450737E-01,3.910621E-01 
06:40:00,0.000000E+00,4.343741E+04,0.000000E+00,3.800004E+00,0.000000E+00,5.505801E+04,0.000000E+00,4.816768E+00,0.000000E+00,5.674021E+05,0.000000E+00,4.963941E+01,4.538509E+04,5.304403E+04,1.534751E+00,4.640569E+00,9.833776E+03,7.278146E+03,3.325062E-01,6.368208E-01,6.616311E+03,1.329317E+04,2.237146E-01,1.163108E+00,9.582692E+03,7.501489E+03,3.240163E-01,6.563614E-01,6.598090E+03,4.951123E+03,2.230985E-01,4.332109E-01,1.163154E+05,7.199581E+04,3.932939E+00,6.299467E+00,7.651028E+04,1.311852E+05,2.587014E+00,1.147828E+01,1.148864E+05,7.534631E+04,3.884618E+00,6.592615E+00,7.836127E+04,4.878881E+04,2.649601E+00,4.268900E+00,1.979842E+04,6.657913E+03,6.694471E-01,5.825535E-01,1.285076E+04,1.260084E+04,4.345239E-01,1.102536E+00,1.970960E+04,7.009072E+03,6.664436E-01,6.132781E-01,1.310547E+04,4.502053E+03,4.431366E-01,3.939195E-01 
06:45:00,0.000000E+00,4.344787E+04,0.000000E+00,3.800942E+00,0.000000E+00,5.513376E+04,0.000000E+00,4.823459E+00,0.000000E+00,5.681974E+05,0.000000E+00,4.970964E+01,4.478572E+04,5.312094E+04,1.514482E+00,4.647358E+00,9.829203E+03,7.340342E+03,3.323503E-01,6.422612E-01,6.613538E+03,1.367142E+04,2.236200E-01,1.196195E+00,9.578582E+03,7.568734E+03,3.238761E-01,6.622438E-01,6.595313E+03,4.981875E+03,2.230038E-01,4.359004E-01,1.162788E+05,7.263454E+04,3.931688E+00,6.355338E+00,7.648662E+04,1.351379E+05,2.586206E+00,1.182405E+01,1.148501E+05,7.605035E+04,3.883379E+00,6.654202E+00,7.833754E+04,4.910544E+04,2.648791E+00,4.296592E+00,1.971587E+04,6.721202E+03,6.666555E-01,5.880898E-01,1.279740E+04,1.299206E+04,4.327196E-01,1.136759E+00,1.962645E+04,7.079460E+03,6.636318E-01,6.194355E-01,1.305209E+04,4.533767E+03,4.413318E-01,3.966933E-01 
