target,vehicle_id,datetime,make,model,year,vehicle_class,engine_type,make_code_Make A,make_code_Make B,make_code_Make E,make_code_Make C,make_code_Make D,model_code_Model E1,model_code_Model A4,model_code_Model B1,model_code_Model B2,model_code_Model A2,model_code_Model A3,model_code_Model B3,model_code_Model C2,model_code_Model A1,model_code_Model A5,model_code_Model A6,model_code_Model C1,model_code_Model D1,model_code_Model E2,vehicle_class_code_Truck-Tractor,vehicle_class_code_Truck,vehicle_class_code_Bus,vehicle_class_code_Transport,engine_type_code_Engine E,engine_type_code_Engine C,engine_type_code_Engine B,engine_type_code_Engine F,engine_type_code_Engine H,engine_type_code_Engine D,engine_type_code_Engine A,engine_type_code_Engine G,voltage,current,resistance,cycle,engine_age
0,0,2020-01-01 20:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.024657505660734,0.1948678820155303,95.036868982889,11.0,2
0,0,2020-01-01 22:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.977073842825508,0.19858149230827496,87.40646542195257,12.0,2
0,0,2020-01-02 00:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.008211420716007,0.1969406317477952,89.73513088187053,13.0,2
0,0,2020-01-02 02:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.033503213228016,0.1904085064597408,92.87380907569376,14.0,2
0,0,2020-01-02 04:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.080077920329796,0.19950523674290635,100.5976479246427,15.0,2
0,0,2020-01-02 06:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.072567576078493,0.19317058404501486,98.60665852479264,16.0,2
0,0,2020-01-02 08:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.065424863109506,0.1829524254040551,93.6877548813552,17.0,2
0,0,2020-01-02 10:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0366942778725,0.19888614789346695,96.26781928878351,18.0,2
0,0,2020-01-02 12:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.029942738137619,0.1891988392804672,85.84975628210542,19.0,2
0,0,2020-01-02 14:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.028144540292592,0.19633357729652395,88.84742311521592,20.0,2
0,0,2020-01-02 16:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.972254922056296,0.18835204426645474,92.35846061763046,21.0,2
0,0,2020-01-02 18:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.970198416916972,0.189685043516902,101.95886196856227,22.0,2
0,0,2020-01-02 20:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.97852789970859,0.18201312280900173,101.50492353909516,23.0,2
0,0,2020-01-02 22:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.944073443597162,0.19404093036146206,97.66534531651656,24.0,2
0,0,2020-01-03 00:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.939177459339266,0.1911845622986441,96.2685836800716,25.0,2
0,0,2020-01-03 02:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.019596496641785,0.19227037478870398,92.94607735675446,26.0,2
0,0,2020-01-03 04:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.059029645525431,0.1904572154822188,94.14991690886879,27.0,2
0,0,2020-01-03 06:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.007868507437644,0.19327863986094965,102.37969473540407,28.0,2
0,0,2020-01-03 08:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.051839032047855,0.20490081797163634,95.83572234487488,29.0,2
0,0,2020-01-03 10:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.004213626297672,0.2138690207752743,91.32888460666916,30.0,2
0,0,2020-01-03 12:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.037856320229313,0.19710769190286714,93.18302028455713,31.0,2
0,0,2020-01-03 14:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.10497405457308,0.21061123523861053,94.8964807869986,32.0,2
0,0,2020-01-03 16:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.071999870869611,0.20921279244916885,100.30539345407215,33.0,2
0,0,2020-01-03 18:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.992330177606998,0.2099278255279921,93.86148590143604,34.0,2
0,0,2020-01-03 20:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.971481164536426,0.21056000099155964,95.92525929168772,35.0,2
0,0,2020-01-03 22:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.967826472456466,0.20891786142545787,88.16225038084394,36.0,2
0,0,2020-01-04 00:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.980009522011638,0.21445404259817266,92.1924825413242,37.0,2
0,0,2020-01-04 02:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.013395621222305,0.20640235481952665,95.65077525578778,38.0,2
0,0,2020-01-04 04:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.001510918437676,0.20487524942222546,93.1070564596914,39.0,2
0,0,2020-01-04 06:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.053243100674072,0.21477723300252216,97.11208391650813,40.0,2
0,0,2020-01-04 08:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.040213790389755,0.21405529325571698,96.35095723308092,41.0,2
0,0,2020-01-04 10:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.973576201430323,0.21168510606311025,92.5936345708481,42.0,2
0,0,2020-01-04 12:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.931992709401069,0.21634137168598302,100.11343442669659,43.0,2
0,0,2020-01-04 14:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.930474147579991,0.20029251257272931,99.3039514405028,44.0,2
0,0,2020-01-04 16:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.011160653281946,0.19265975031796945,95.70707485302697,45.0,2
0,0,2020-01-04 18:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.965607045985525,0.1811326356423275,91.32551014084422,46.0,2
0,0,2020-01-04 20:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.948296831665804,0.17295802341625546,98.67121930304295,47.0,2
0,0,2020-01-04 22:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.942433291511712,0.16958742725349962,91.84352211862543,48.0,2
0,0,2020-01-05 00:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.969190987548453,0.16035804085032207,93.10006440178915,49.0,2
0,0,2020-01-05 02:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.996412635094245,0.16380920310776215,94.6306781654328,50.0,2
0,0,2020-01-05 04:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.934257445744645,0.15873847358691426,95.12684377140762,51.0,2
0,0,2020-01-05 06:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.94498162451516,0.14495184197123956,91.098415664876,52.0,2
0,0,2020-01-05 08:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.007931993341538,0.15392843169470544,94.19129482968648,53.0,2
0,0,2020-01-05 10:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.008140972429135,0.1491386112110222,97.66015512635958,54.0,2
0,0,2020-01-05 12:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.988444984588888,0.1503644303992262,97.03542354077486,55.0,2
0,0,2020-01-05 14:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.970548264292548,0.1553906266628792,96.395087928317,56.0,2
0,0,2020-01-05 16:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.006936885481194,0.15398498490560605,92.606361490033,57.0,2
0,0,2020-01-05 18:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.039869446531705,0.1345992491549124,96.23620893335944,58.0,2
0,0,2020-01-05 20:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.00024741744929,0.1242333750290725,92.21703868617779,59.0,2
0,0,2020-01-05 22:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.941704591092446,0.12798834362736008,96.32704943348776,60.0,2
0,0,2020-01-06 00:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.012043763983721,0.1297239170773596,95.56270050227032,61.0,2
0,0,2020-01-06 02:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.059535985667123,0.12149220656609196,93.69157514216336,62.0,2
0,0,2020-01-06 04:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.002559261386716,0.11356304743917595,95.72846957299379,63.0,2
0,0,2020-01-06 06:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.940122130794752,0.12512769222719627,102.50794646695171,64.0,2
0,0,2020-01-06 08:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.878961913771475,0.12472842858274312,101.84384123520078,65.0,2
0,0,2020-01-06 10:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.916937896501196,0.14169698235000244,95.923991915461,66.0,2
0,0,2020-01-06 12:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.901156190238524,0.13859665543545854,93.79288574518922,67.0,2
0,0,2020-01-06 14:00:00,Make A,Model A1,2018,Truck,Engine A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.97520448189478,0.15094113032499235,97.15656184093255,68.0,2
