13,0,1,0,0.515,0.42,0.14,0.769,0.2505,0.154,0.29
4,0,0,1,0.225,0.16,0.045,0.0465,0.025,0.015,0.015
7,0,0,1,0.32,0.235,0.09,0.183,0.098,0.0335,0.042
10,0,0,1,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625
8,0,0,1,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405
13,0,1,0,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245
11,0,1,0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19
10,1,0,0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
6,0,0,1,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935
11,0,1,0,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085
5,0,0,1,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655
15,0,1,0,0.535,0.42,0.16,0.72,0.275,0.164,0.225
9,1,0,0,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295
8,1,0,0,0.47,0.365,0.12,0.582,0.29,0.092,0.146
12,1,0,0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513
13,1,0,0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175
8,0,1,0,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323
8,0,0,1,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11
10,0,1,0,0.64,0.515,0.165,1.369,0.632,0.3415,0.358
10,1,0,0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437
14,0,1,0,0.65,0.495,0.18,1.793,0.8005,0.339,0.53
11,0,1,0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445
11,1,0,0,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305
11,0,1,0,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178
9,1,0,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
11,0,1,0,0.735,0.57,0.175,1.88,0.9095,0.387,0.488
12,1,0,0,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
8,0,1,0,0.465,0.375,0.11,0.5,0.21,0.113,0.1505
13,1,0,0,0.605,0.45,0.165,1.2225,0.357,0.202,0.385
15,0,1,0,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085
11,1,0,0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181
10,0,1,0,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375
9,0,0,1,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165
4,0,0,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02
13,1,0,0,0.45,0.35,0.135,0.56,0.231,0.137,0.145
5,0,0,1,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06
6,0,0,1,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065
17,0,1,0,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57
9,1,0,0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277
13,1,0,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345
14,0,1,0,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
8,0,0,1,0.39,0.3,0.105,0.259,0.0955,0.038,0.085
8,0,0,1,0.47,0.365,0.1,0.411,0.175,0.0855,0.135
7,0,0,1,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325
11,1,0,0,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055
14,1,0,0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185
14,1,0,0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
12,0,1,0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335
8,1,0,0,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175
11,1,0,0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547
18,0,1,0,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
13,0,1,0,0.74,0.535,0.185,1.65,0.734,0.4505,0.335
9,0,0,1,0.455,0.37,0.125,0.433,0.201,0.1265,0.145
9,0,1,0,0.59,0.46,0.14,1.004,0.496,0.2165,0.26
11,0,0,1,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255
13,1,0,0,0.5,0.4,0.15,0.8085,0.273,0.112,0.295
7,0,1,0,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24
9,1,0,0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07
8,0,0,1,0.5,0.375,0.12,0.529,0.2235,0.123,0.16
7,0,0,1,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065
10,0,1,0,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835
8,1,0,0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965
9,0,1,0,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825
15,0,1,0,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255
13,1,0,0,0.7,0.575,0.205,1.773,0.605,0.447,0.538
5,0,0,1,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032
14,0,1,0,0.64,0.51,0.19,1.613,0.6215,0.361,0.47
11,0,1,0,0.67,0.515,0.165,1.1735,0.526,0.285,0.316
13,0,1,0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555
17,1,0,0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195
16,0,1,0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19
19,0,1,0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285
10,1,0,0,0.62,0.51,0.18,1.233,0.592,0.274,0.322
8,0,0,1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395
12,0,1,0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24
9,0,1,0,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575
8,0,0,1,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185
4,0,0,1,0.36,0.27,0.085,0.196,0.0875,0.035,0.064
11,0,1,0,0.675,0.51,0.17,1.527,0.809,0.318,0.341
7,0,1,0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04
9,1,0,0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215
9,0,1,0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
18,1,0,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345
7,0,1,0,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825
11,1,0,0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26
8,0,0,1,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032
10,0,1,0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14
7,0,0,1,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745
9,0,0,1,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175
10,1,0,0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236
8,0,0,1,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965
10,1,0,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105
10,0,0,1,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315
11,1,0,0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21
9,0,1,0,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835
10,0,0,1,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06
7,0,0,1,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09
7,0,1,0,0.385,0.295,0.095,0.335,0.147,0.094,0.09
6,0,0,1,0.325,0.225,0.075,0.139,0.0565,0.032,0.09
8,0,1,0,0.61,0.48,0.15,1.1495,0.564,0.274,0.264
10,0,0,1,0.54,0.415,0.155,0.702,0.322,0.167,0.19
9,0,1,0,0.53,0.41,0.125,0.769,0.346,0.173,0.215
6,0,0,1,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
8,0,0,1,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645
14,0,1,0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355
7,0,0,1,0.46,0.35,0.11,0.4,0.176,0.083,0.1205
7,0,0,1,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115
7,0,0,1,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127
9,0,0,1,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21
4,0,0,1,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008
7,0,0,1,0.405,0.3,0.12,0.324,0.1265,0.07,0.11
8,0,0,1,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725
12,1,0,0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045
5,0,0,1,0.24,0.175,0.055,0.0705,0.025,0.014,0.021
14,1,0,0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285
9,1,0,0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22
8,0,0,1,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125
12,0,1,0,0.55,0.46,0.13,0.7085,0.305,0.1455,0.205
10,1,0,0,0.595,0.475,0.165,1.148,0.444,0.214,0.37
10,0,1,0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175
14,1,0,0,0.58,0.475,0.135,0.925,0.391,0.165,0.275
10,1,0,0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155
11,0,1,0,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345
7,0,1,0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095
7,0,0,1,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035
12,1,0,0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155
8,0,0,1,0.56,0.42,0.14,0.837,0.414,0.214,0.2
13,0,1,0,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545
13,0,1,0,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245
12,0,1,0,0.575,0.45,0.185,0.925,0.342,0.197,0.35
9,0,0,1,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465
7,0,1,0,0.535,0.405,0.14,0.818,0.402,0.1715,0.189
9,1,0,0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301
12,0,1,0,0.645,0.495,0.19,1.539,0.6115,0.408,0.445
8,1,0,0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07
13,0,1,0,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437
5,0,0,1,0.265,0.205,0.07,0.1055,0.039,0.041,0.035
7,0,1,0,0.565,0.415,0.125,0.667,0.302,0.1545,0.185
13,0,1,0,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
10,0,0,1,0.52,0.385,0.115,0.581,0.2555,0.156,0.143
7,0,0,1,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375
13,1,0,0,0.62,0.5,0.175,1.146,0.477,0.23,0.39
13,1,0,0,0.53,0.425,0.13,0.717,0.2115,0.166,0.255
9,1,0,0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695
11,0,1,0,0.68,0.52,0.165,1.4775,0.724,0.279,0.406
7,0,0,1,0.405,0.305,0.1,0.268,0.1145,0.053,0.085
12,0,1,0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308
6,0,1,0,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07
6,0,0,1,0.415,0.31,0.095,0.34,0.181,0.057,0.083
11,1,0,0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
9,0,0,1,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24
9,1,0,0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2
11,1,0,0,0.655,0.54,0.215,1.5555,0.695,0.296,0.444
11,0,0,1,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915
5,0,0,1,0.25,0.18,0.06,0.073,0.028,0.017,0.0225
4,0,1,0,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02
8,0,1,0,0.66,0.485,0.155,1.2275,0.61,0.274,0.3
7,0,0,1,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11
3,0,0,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011
8,0,1,0,0.48,0.36,0.1,0.439,0.194,0.099,0.115
11,0,1,0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395
10,0,0,1,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19
11,0,1,0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188
13,0,0,1,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12
13,1,0,0,0.6,0.505,0.19,1.129,0.4385,0.256,0.36
7,0,0,1,0.415,0.335,0.1,0.358,0.169,0.067,0.105
9,0,0,1,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19
9,0,0,1,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275
6,1,0,0,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225
9,1,0,0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352
9,0,1,0,0.44,0.375,0.13,0.487,0.226,0.0965,0.155
9,0,1,0,0.595,0.475,0.14,0.944,0.3625,0.189,0.315
11,0,1,0,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353
8,1,0,0,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095
10,0,1,0,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317
8,0,0,1,0.53,0.38,0.125,0.616,0.292,0.113,0.185
20,0,1,0,0.565,0.435,0.185,1.032,0.354,0.2045,0.31
10,1,0,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335
16,0,0,1,0.45,0.35,0.14,0.474,0.21,0.109,0.1275
9,1,0,0,0.575,0.46,0.15,0.927,0.333,0.207,0.2985
8,0,1,0,0.39,0.285,0.095,0.271,0.11,0.06,0.08
8,1,0,0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265
9,0,1,0,0.505,0.395,0.125,0.635,0.29,0.1555,0.175
17,0,1,0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
11,1,0,0,0.475,0.38,0.145,0.57,0.167,0.118,0.187
14,1,0,0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345
6,0,0,1,0.35,0.265,0.08,0.192,0.081,0.0465,0.053
11,1,0,0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21
10,1,0,0,0.455,0.375,0.125,0.458,0.1985,0.111,0.12
12,0,1,0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
8,0,0,1,0.425,0.325,0.11,0.317,0.135,0.048,0.09
13,0,1,0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145
9,1,0,0,0.605,0.475,0.165,1.056,0.433,0.2195,0.357
13,0,1,0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325
9,0,0,1,0.53,0.395,0.13,0.575,0.247,0.115,0.183
10,0,1,0,0.67,0.54,0.175,1.482,0.739,0.2925,0.365
12,1,0,0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235
18,1,0,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38
7,0,0,1,0.39,0.285,0.1,0.281,0.1275,0.062,0.077
11,1,0,0,0.645,0.52,0.17,1.197,0.526,0.2925,0.317
5,0,0,1,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125
7,0,0,1,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175
7,0,0,1,0.465,0.37,0.115,0.534,0.261,0.098,0.143
9,0,0,1,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125
6,0,0,1,0.375,0.245,0.1,0.394,0.166,0.091,0.1125
21,1,0,0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39
11,1,0,0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475
10,0,1,0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345
9,0,1,0,0.58,0.445,0.16,0.984,0.49,0.201,0.27
10,0,1,0,0.555,0.45,0.175,0.874,0.3275,0.202,0.305
10,1,0,0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985
17,1,0,0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515
5,0,0,1,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185
6,0,0,1,0.43,0.33,0.1,0.449,0.254,0.0825,0.097
19,0,1,0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5
10,1,0,0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315
14,0,0,1,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345
10,0,1,0,0.475,0.375,0.125,0.593,0.277,0.115,0.18
10,1,0,0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075
8,1,0,0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515
9,0,0,1,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045
12,1,0,0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825
14,1,0,0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365
9,0,0,1,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221
15,0,0,1,0.48,0.38,0.125,0.523,0.2105,0.1045,0.175
7,0,1,0,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161
13,1,0,0,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27
14,0,1,0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315
7,0,0,1,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055
12,0,0,1,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28
10,1,0,0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745
15,1,0,0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47
8,1,0,0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425
14,0,0,1,0.58,0.42,0.16,0.728,0.2725,0.19,0.19
12,0,0,1,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106
9,0,0,1,0.5,0.375,0.12,0.542,0.215,0.116,0.17
10,1,0,0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
8,0,0,1,0.295,0.215,0.075,0.116,0.037,0.0295,0.04
11,1,0,0,0.6,0.45,0.14,0.869,0.3425,0.195,0.291
13,0,1,0,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625
7,0,0,1,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056
11,1,0,0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365
9,0,1,0,0.425,0.35,0.105,0.393,0.13,0.063,0.165
11,1,0,0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468
9,0,1,0,0.59,0.455,0.16,1.09,0.5,0.2215,0.292
9,1,0,0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245
11,1,0,0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21
8,0,0,1,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995
12,1,0,0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365
9,0,1,0,0.44,0.335,0.11,0.394,0.157,0.096,0.122
11,1,0,0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265
8,0,1,0,0.63,0.465,0.15,1.027,0.537,0.188,0.176
8,0,0,1,0.485,0.375,0.14,0.521,0.2,0.123,0.17
10,1,0,0,0.72,0.55,0.18,1.52,0.637,0.325,0.435
10,1,0,0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401
6,0,0,1,0.325,0.24,0.075,0.152,0.065,0.0305,0.045
10,0,1,0,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165
10,1,0,0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205
19,0,1,0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57
8,0,0,1,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125
8,0,1,0,0.59,0.44,0.15,0.8725,0.387,0.215,0.245
9,0,1,0,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785
9,1,0,0,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345
11,1,0,0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
9,0,1,0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135
6,0,0,1,0.42,0.315,0.115,0.355,0.1895,0.065,0.087
12,1,0,0,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416
12,0,1,0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2
8,0,0,1,0.41,0.325,0.11,0.326,0.1325,0.075,0.101
7,0,0,1,0.415,0.305,0.12,0.336,0.165,0.076,0.0805
6,0,0,1,0.32,0.235,0.08,0.1485,0.064,0.031,0.045
21,0,0,1,0.53,0.415,0.145,0.944,0.3845,0.185,0.265
6,0,0,1,0.31,0.235,0.09,0.127,0.048,0.031,0.04
9,0,1,0,0.515,0.395,0.12,0.646,0.285,0.1365,0.172
8,0,0,1,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228
7,0,0,1,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105
9,0,1,0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555
19,1,0,0,0.605,0.485,0.165,1.0105,0.435,0.209,0.3
10,1,0,0,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177
10,0,1,0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274
7,0,0,1,0.475,0.35,0.115,0.498,0.2375,0.099,0.14
4,0,0,1,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215
4,0,1,0,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008
11,1,0,0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235
12,1,0,0,0.525,0.41,0.15,0.708,0.274,0.151,0.25
10,0,1,0,0.585,0.48,0.185,1.04,0.434,0.265,0.285
10,0,0,1,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08
10,0,1,0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512
9,1,0,0,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
12,0,1,0,0.665,0.525,0.18,1.429,0.6715,0.29,0.4
8,0,0,1,0.48,0.37,0.12,0.536,0.251,0.114,0.15
14,0,1,0,0.725,0.57,0.19,2.55,1.0705,0.483,0.725
6,0,0,1,0.28,0.215,0.07,0.124,0.063,0.0215,0.03
10,0,1,0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595
9,0,1,0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
11,0,1,0,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5
8,0,1,0,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139
5,0,0,1,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02
4,0,1,0,0.325,0.23,0.09,0.147,0.06,0.034,0.045
8,0,1,0,0.475,0.355,0.12,0.48,0.234,0.1015,0.135
6,0,1,0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03
12,1,0,0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501
9,0,1,0,0.65,0.495,0.16,1.304,0.57,0.312,0.3725
17,1,0,0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3
12,1,0,0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33
11,0,1,0,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
15,0,1,0,0.49,0.39,0.135,0.592,0.242,0.096,0.1835
11,1,0,0,0.52,0.43,0.15,0.728,0.302,0.1575,0.235
11,0,1,0,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725
6,0,0,1,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825
9,0,0,1,0.505,0.385,0.125,0.596,0.245,0.097,0.21
6,0,0,1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091
7,1,0,0,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955
16,0,1,0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29
16,0,1,0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405
11,1,0,0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37
15,1,0,0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33
8,0,0,1,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315
4,0,0,1,0.27,0.205,0.075,0.118,0.059,0.031,0.0305
9,1,0,0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
10,0,1,0,0.35,0.26,0.09,0.198,0.0725,0.056,0.06
4,0,0,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
6,0,0,1,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147
6,0,0,1,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09
11,0,0,1,0.62,0.475,0.16,0.907,0.371,0.167,0.3075
9,0,1,0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386
